Metric,Period Type,Period,Policy Type,Issue Policy,Task Type,Task,Location,Market,Result
Removal rate within 24 hours,quarterly,Jan-Mar 2022,issue,Integrity and authenticity,all,all,all,all,0.7190000000000001
Removal rate within 24 hours,quarterly,Jan-Mar 2022,issue,Minor safety,all,all,all,all,0.9590000000000001
Removal rate within 24 hours,quarterly,Jan-Mar 2022,issue,"Suicide, self-harm, and dangerous acts",all,all,all,all,0.904
Removal rate within 24 hours,quarterly,Jan-Mar 2022,issue,Violent and graphic content,all,all,all,all,0.943
Removal rate within 24 hours,quarterly,Jan-Mar 2022,issue,Violent extremism,all,all,all,all,0.884
Removal rate before any views,quarterly,Jan-Mar 2022,issue,Adult nudity and sexual activities,all,all,all,all,0.7829999999999999
Removal rate before any views,quarterly,Jan-Mar 2022,all,all,all,all,all,all,0.9
Removal rate before any views,quarterly,Jan-Mar 2022,issue,Harassment and bullying,all,all,all,all,0.6940000000000001
Removal rate before any views,quarterly,Jan-Mar 2022,issue,Hateful behavior,all,all,all,all,0.6829999999999999
Removal rate before any views,quarterly,Jan-Mar 2022,issue,Illegal activities and regulated goods,all,all,all,all,0.938
Removal rate before any views,quarterly,Jan-Mar 2022,issue,Integrity and authenticity,all,all,all,all,0.608
Removal rate before any views,quarterly,Jan-Mar 2022,issue,Minor safety,all,all,all,all,0.955
Removal rate before any views,quarterly,Jan-Mar 2022,issue,"Suicide, self-harm, and dangerous acts",all,all,all,all,0.861
Removal rate before any views,quarterly,Jan-Mar 2022,issue,Violent and graphic content,all,all,all,all,0.899
Removal rate before any views,quarterly,Jan-Mar 2022,issue,Violent extremism,all,all,all,all,0.8390000000000001
Category share,quarterly,Jan-Mar 2022,issue,Adult nudity and sexual activities,all,all,all,all,0.113
Category share,quarterly,Jan-Mar 2022,issue,Harassment and bullying,all,all,all,all,0.06
Category share,quarterly,Jan-Mar 2022,issue,Hateful behavior,all,all,all,all,0.016
Category share,quarterly,Jan-Mar 2022,issue,Illegal activities and regulated goods,all,all,all,all,0.218
Category share,quarterly,Jan-Mar 2022,issue,Integrity and authenticity,all,all,all,all,0.006
Category share,quarterly,Jan-Mar 2022,issue,Minor safety,all,all,all,all,0.41700000000000004
Category share,quarterly,Jan-Mar 2022,issue,"Suicide, self-harm, and dangerous acts",all,all,all,all,0.067
Category share,quarterly,Jan-Mar 2022,issue,Violent and graphic content,all,all,all,all,0.096
Category share,quarterly,Jan-Mar 2022,issue,Violent extremism,all,all,all,all,0.006999999999999999
Total videos removed,quarterly,Jan-Mar 2022,all,all,all,all,all,all,102305516.0
Total videos removed,quarterly,Jan-Mar 2022,all,all,task_type,automation,all,all,34726592.0
Removal rate of published,quarterly,Jan-Mar 2022,all,all,all,all,all,all,0.009000000000000001
Proactive removal rate,quarterly,Jan-Mar 2022,issue,Adult nudity and sexual activities,all,all,all,all,0.894
Proactive removal rate,quarterly,Jan-Mar 2022,all,all,all,all,all,all,0.951
Proactive removal rate,quarterly,Jan-Mar 2022,issue,Harassment and bullying,all,all,all,all,0.789
Proactive removal rate,quarterly,Jan-Mar 2022,issue,Hateful behavior,all,all,all,all,0.77
Proactive removal rate,quarterly,Jan-Mar 2022,issue,Illegal activities and regulated goods,all,all,all,all,0.971
Proactive removal rate,quarterly,Jan-Mar 2022,issue,Integrity and authenticity,all,all,all,all,0.836
Proactive removal rate,quarterly,Jan-Mar 2022,issue,Minor safety,all,all,all,all,0.981
Proactive removal rate,quarterly,Jan-Mar 2022,issue,"Suicide, self-harm, and dangerous acts",all,all,all,all,0.953
Proactive removal rate,quarterly,Jan-Mar 2022,issue,Violent and graphic content,all,all,all,all,0.9640000000000001
Proactive removal rate,quarterly,Jan-Mar 2022,issue,Violent extremism,all,all,all,all,0.914
Videos restored,quarterly,Jan-Mar 2022,all,all,all,all,all,all,5025536.0
Total accounts removed,quarterly,Apr-Jun 2022,ban_reason,Accounts suspected to be under the age of 13 removed,all,all,all,all,20575056.0
Total accounts removed,quarterly,Apr-Jun 2022,ban_reason,Other accounts removed,all,all,all,all,5222968.0
Removal rate within 24 hours,quarterly,Apr-Jun 2022,issue,Adult nudity and sexual activities,all,all,all,all,0.9009999999999999
Removal rate within 24 hours,quarterly,Apr-Jun 2022,all,all,all,all,all,all,0.937
Removal rate within 24 hours,quarterly,Apr-Jun 2022,issue,Harassment and bullying,all,all,all,all,0.835
Removal rate within 24 hours,quarterly,Apr-Jun 2022,issue,Hateful behavior,all,all,all,all,0.835
Removal rate within 24 hours,quarterly,Apr-Jun 2022,issue,Illegal activities and regulated goods,all,all,all,all,0.9490000000000001
Removal rate within 24 hours,quarterly,Apr-Jun 2022,issue,Integrity and authenticity,all,all,all,all,0.8390000000000001
Removal rate within 24 hours,quarterly,Apr-Jun 2022,issue,Minor safety,all,all,all,all,0.9570000000000001
Removal rate within 24 hours,quarterly,Apr-Jun 2022,issue,"Suicide, self-harm, and dangerous acts",all,all,all,all,0.885
Removal rate within 24 hours,quarterly,Apr-Jun 2022,issue,Violent and graphic content,all,all,all,all,0.94
Removal rate within 24 hours,quarterly,Apr-Jun 2022,issue,Violent extremism,all,all,all,all,0.856
Removal rate before any views,quarterly,Apr-Jun 2022,issue,Adult nudity and sexual activities,all,all,all,all,0.8029999999999999
Removal rate before any views,quarterly,Apr-Jun 2022,all,all,all,all,all,all,0.905
Removal rate before any views,quarterly,Apr-Jun 2022,issue,Harassment and bullying,all,all,all,all,0.7140000000000001
Removal rate before any views,quarterly,Apr-Jun 2022,issue,Hateful behavior,all,all,all,all,0.7240000000000001
Removal rate before any views,quarterly,Apr-Jun 2022,issue,Illegal activities and regulated goods,all,all,all,all,0.9309999999999999
Removal rate before any views,quarterly,Apr-Jun 2022,issue,Integrity and authenticity,all,all,all,all,0.747
Removal rate before any views,quarterly,Apr-Jun 2022,issue,Minor safety,all,all,all,all,0.9540000000000001
Removal rate before any views,quarterly,Apr-Jun 2022,issue,"Suicide, self-harm, and dangerous acts",all,all,all,all,0.8540000000000001
Removal rate before any views,quarterly,Apr-Jun 2022,issue,Violent and graphic content,all,all,all,all,0.915
Removal rate before any views,quarterly,Apr-Jun 2022,issue,Violent extremism,all,all,all,all,0.8220000000000001
Category share,quarterly,Apr-Jun 2022,issue,Adult nudity and sexual activities,all,all,all,all,0.107
Category share,quarterly,Apr-Jun 2022,issue,Harassment and bullying,all,all,all,all,0.057
Category share,quarterly,Apr-Jun 2022,issue,Hateful behavior,all,all,all,all,0.017
Category share,quarterly,Apr-Jun 2022,issue,Illegal activities and regulated goods,all,all,all,all,0.212
Category share,quarterly,Apr-Jun 2022,issue,Integrity and authenticity,all,all,all,all,0.006999999999999999
Category share,quarterly,Apr-Jun 2022,issue,Minor safety,all,all,all,all,0.43700000000000006
Category share,quarterly,Apr-Jun 2022,issue,"Suicide, self-harm, and dangerous acts",all,all,all,all,0.061
Category share,quarterly,Apr-Jun 2022,issue,Violent and graphic content,all,all,all,all,0.09300000000000001
Category share,quarterly,Apr-Jun 2022,issue,Violent extremism,all,all,all,all,0.009000000000000001
Total videos removed,quarterly,Apr-Jun 2022,all,all,all,all,all,all,113809300.0
Total videos removed,quarterly,Apr-Jun 2022,all,all,task_type,automation,all,all,48011571.0
Removal rate of published,quarterly,Apr-Jun 2022,all,all,all,all,all,all,0.01
Proactive removal rate,quarterly,Apr-Jun 2022,issue,Adult nudity and sexual activities,all,all,all,all,0.902
Proactive removal rate,quarterly,Apr-Jun 2022,all,all,all,all,all,all,0.9590000000000001
Proactive removal rate,quarterly,Apr-Jun 2022,issue,Harassment and bullying,all,all,all,all,0.8240000000000001
Proactive removal rate,quarterly,Apr-Jun 2022,issue,Hateful behavior,all,all,all,all,0.8109999999999999
Proactive removal rate,quarterly,Apr-Jun 2022,issue,Illegal activities and regulated goods,all,all,all,all,0.976
Proactive removal rate,quarterly,Apr-Jun 2022,issue,Integrity and authenticity,all,all,all,all,0.8909999999999999
Proactive removal rate,quarterly,Apr-Jun 2022,issue,Minor safety,all,all,all,all,0.9840000000000001
Proactive removal rate,quarterly,Apr-Jun 2022,issue,"Suicide, self-harm, and dangerous acts",all,all,all,all,0.9620000000000001
Proactive removal rate,quarterly,Apr-Jun 2022,issue,Violent and graphic content,all,all,all,all,0.973
Proactive removal rate,quarterly,Apr-Jun 2022,issue,Violent extremism,all,all,all,all,0.9279999999999999
Videos restored,quarterly,Apr-Jun 2022,all,all,all,all,all,all,5896218.0
Total accounts removed,quarterly,Jul-Sep 2022,ban_reason,Accounts suspected to be under the age of 13 removed,all,all,all,all,19690699.0
Total accounts removed,quarterly,Jul-Sep 2022,ban_reason,Other accounts removed,all,all,all,all,5782574.0
Removal rate within 24 hours,quarterly,Jul-Sep 2022,issue,Adult nudity and sexual activities,all,all,all,all,0.909
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,France,0.85
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Japan,0.851
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Germany,0.87
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Sweden,0.875
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Malaysia,0.878
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Azerbaijan,0.879
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,United States,0.88
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Turkey,0.892
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Spain,0.895
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Italy,0.8959999999999999
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Israel,0.898
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Netherlands,0.898
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Belarus,0.903
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Ukraine,0.904
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Iraq,0.905
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Romania,0.9059999999999999
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,United Kingdom,0.91
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Egypt,0.912
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Jordan,0.914
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Poland,0.914
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Australia,0.917
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Canada,0.917
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Mexico,0.919
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Kazakhstan,0.92
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Chile,0.9209999999999999
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,United Arab Emirates,0.9229999999999999
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,South Africa,0.924
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Nepal,0.925
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Saudi Arabia,0.9279999999999999
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Morocco,0.929
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Vietnam,0.934
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Libya,0.935
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Thailand,0.9359999999999999
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Argentina,0.938
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Cambodia,0.938
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Algeria,0.943
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Brazil,0.9440000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Laos,0.9470000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Indonesia,0.9490000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Nigeria,0.9490000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Peru,0.9490000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Colombia,0.95
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Lebanon,0.95
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Dominican Republic,0.951
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Myanmar,0.9540000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Venezuela,0.9590000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Ecuador,0.96
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Philippines,0.9620000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Pakistan,0.976
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Bangladesh,0.98
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,all,all,0.927
Removal rate within 24 hours,quarterly,Jul-Sep 2022,issue,Harassment and bullying,all,all,all,all,0.831
Removal rate within 24 hours,quarterly,Jul-Sep 2022,issue,Hateful behavior,all,all,all,all,0.838
Removal rate within 24 hours,quarterly,Jul-Sep 2022,issue,Illegal activities and regulated goods,all,all,all,all,0.9390000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2022,issue,Integrity and authenticity,all,all,all,all,0.835
Removal rate within 24 hours,quarterly,Jul-Sep 2022,issue,Minor safety,all,all,all,all,0.9440000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2022,issue,"Suicide, self-harm, and dangerous acts",all,all,all,all,0.884
Removal rate within 24 hours,quarterly,Jul-Sep 2022,issue,Violent and graphic content,all,all,all,all,0.9359999999999999
Removal rate within 24 hours,quarterly,Jul-Sep 2022,issue,Violent extremism,all,all,all,all,0.89
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Nudity and sexual activity involving adults,task_type,human moderation,all,all,0.85
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Sexual exploitation,task_type,human moderation,all,all,0.899
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Dangerous acts and challenges - Dangerous acts and challenges,task_type,human moderation,all,all,0.7979999999999999
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Abusive behavior,task_type,human moderation,all,all,0.815
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Sexual harassment,task_type,human moderation,all,all,0.7559999999999999
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,"Threats of hacking, doxxing, and blackmail",task_type,human moderation,all,all,0.7979999999999999
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Attacks and slurs on the basis of protected attributes,task_type,human moderation,all,all,0.852
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Hateful ideology,task_type,human moderation,all,all,0.773
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Criminal activities,task_type,human moderation,all,all,0.6940000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,"Drugs, controlled substances, alcohol, and tobacco",task_type,human moderation,all,all,0.83
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Frauds and scams,task_type,human moderation,all,all,0.805
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Gambling,task_type,human moderation,all,all,0.835
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,"Privacy, personal data, and personally identifiable information (PII)",task_type,human moderation,all,all,0.91
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Weapons,task_type,human moderation,all,all,0.873
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Harmful misinformation,task_type,human moderation,all,all,0.596
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Spam and fake engagement,task_type,human moderation,all,all,0.764
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Grooming behavior,task_type,human moderation,all,all,0.8490000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Harmful activities by minors,task_type,human moderation,all,all,0.855
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Nudity & sexual activity involving minors,task_type,human moderation,all,all,0.865
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Physical and psychological harm of minors,task_type,human moderation,all,all,0.8490000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Sexual exploitation of minors,task_type,human moderation,all,all,0.925
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,"Suicide, self-harm and disordered eating - Disordered eating",task_type,human moderation,all,all,0.7929999999999999
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,"Suicide, self-harm and disordered eating - Suicide and self-harm",task_type,human moderation,all,all,0.9109999999999999
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Violent and graphic content,task_type,human moderation,all,all,0.9359999999999999
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Threats and incitement to violence,task_type,human moderation,all,all,0.86
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Violent extremist organizations and individuals,task_type,human moderation,all,all,0.851
Removal rate before any views,quarterly,Jul-Sep 2022,issue,Adult nudity and sexual activities,all,all,all,all,0.821
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,France,0.741
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Japan,0.7509999999999999
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Sweden,0.76
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Malaysia,0.772
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Azerbaijan,0.7929999999999999
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Israel,0.8009999999999999
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Germany,0.802
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,United States,0.8190000000000001
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Romania,0.82
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Ukraine,0.8240000000000001
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Belarus,0.826
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Poland,0.831
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Italy,0.8370000000000001
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Netherlands,0.84
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Australia,0.847
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Turkey,0.85
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Kazakhstan,0.852
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Spain,0.858
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,United Kingdom,0.8640000000000001
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Jordan,0.866
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Canada,0.871
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Iraq,0.873
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Cambodia,0.875
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Egypt,0.877
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Chile,0.878
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Laos,0.884
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Nepal,0.884
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,United Arab Emirates,0.894
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Morocco,0.895
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Mexico,0.8959999999999999
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Saudi Arabia,0.8959999999999999
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Vietnam,0.8959999999999999
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Myanmar,0.898
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Libya,0.9059999999999999
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,South Africa,0.907
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Thailand,0.91
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Argentina,0.915
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Algeria,0.9179999999999999
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Lebanon,0.9229999999999999
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Indonesia,0.9329999999999999
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Brazil,0.934
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Peru,0.934
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Dominican Republic,0.9359999999999999
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Nigeria,0.9359999999999999
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Colombia,0.9470000000000001
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Venezuela,0.953
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Ecuador,0.9570000000000001
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Philippines,0.961
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Bangladesh,0.9740000000000001
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Pakistan,0.975
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,all,all,0.895
Removal rate before any views,quarterly,Jul-Sep 2022,issue,Harassment and bullying,all,all,all,all,0.7070000000000001
Removal rate before any views,quarterly,Jul-Sep 2022,issue,Hateful behavior,all,all,all,all,0.748
Removal rate before any views,quarterly,Jul-Sep 2022,issue,Illegal activities and regulated goods,all,all,all,all,0.912
Removal rate before any views,quarterly,Jul-Sep 2022,issue,Integrity and authenticity,all,all,all,all,0.772
Removal rate before any views,quarterly,Jul-Sep 2022,issue,Minor safety,all,all,all,all,0.9390000000000001
Removal rate before any views,quarterly,Jul-Sep 2022,issue,"Suicide, self-harm, and dangerous acts",all,all,all,all,0.8420000000000001
Removal rate before any views,quarterly,Jul-Sep 2022,issue,Violent and graphic content,all,all,all,all,0.912
Removal rate before any views,quarterly,Jul-Sep 2022,issue,Violent extremism,all,all,all,all,0.855
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Nudity and sexual activity involving adults,task_type,human moderation,all,all,0.735
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Sexual exploitation,task_type,human moderation,all,all,0.725
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Dangerous acts and challenges - Dangerous acts and challenges,task_type,human moderation,all,all,0.723
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Abusive behavior,task_type,human moderation,all,all,0.682
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Sexual harassment,task_type,human moderation,all,all,0.5579999999999999
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,"Threats of hacking, doxxing, and blackmail",task_type,human moderation,all,all,0.72
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Attacks and slurs on the basis of protected attributes,task_type,human moderation,all,all,0.789
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Hateful ideology,task_type,human moderation,all,all,0.624
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Criminal activities,task_type,human moderation,all,all,0.494
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,"Drugs, controlled substances, alcohol, and tobacco",task_type,human moderation,all,all,0.774
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Frauds and scams,task_type,human moderation,all,all,0.637
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Gambling,task_type,human moderation,all,all,0.706
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,"Privacy, personal data, and personally identifiable information (PII)",task_type,human moderation,all,all,0.9109999999999999
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Weapons,task_type,human moderation,all,all,0.88
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Harmful misinformation,task_type,human moderation,all,all,0.5529999999999999
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Spam and fake engagement,task_type,human moderation,all,all,0.606
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Grooming behavior,task_type,human moderation,all,all,0.8340000000000001
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Harmful activities by minors,task_type,human moderation,all,all,0.866
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Nudity & sexual activity involving minors,task_type,human moderation,all,all,0.872
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Physical and psychological harm of minors,task_type,human moderation,all,all,0.8390000000000001
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Sexual exploitation of minors,task_type,human moderation,all,all,0.883
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,"Suicide, self-harm and disordered eating - Disordered eating",task_type,human moderation,all,all,0.71
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,"Suicide, self-harm and disordered eating - Suicide and self-harm",task_type,human moderation,all,all,0.9159999999999999
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Violent and graphic content,task_type,human moderation,all,all,0.912
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Threats and incitement to violence,task_type,human moderation,all,all,0.775
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Violent extremist organizations and individuals,task_type,human moderation,all,all,0.826
Category share,quarterly,Jul-Sep 2022,issue,Adult nudity and sexual activities,all,all,all,all,0.107
Category share,quarterly,Jul-Sep 2022,issue,Harassment and bullying,all,all,all,all,0.059000000000000004
Category share,quarterly,Jul-Sep 2022,issue,Hateful behavior,all,all,all,all,0.02
Category share,quarterly,Jul-Sep 2022,issue,Illegal activities and regulated goods,all,all,all,all,0.21
Category share,quarterly,Jul-Sep 2022,issue,Integrity and authenticity,all,all,all,all,0.006999999999999999
