Metric,Period Type,Period,Policy Type,Issue Policy,Task Type,Task,Location,Market,Result
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Venezuela Bolivarian Republic of,0.902
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Libya,0.895
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Netherlands,0.762
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Somalia,0.815
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Belarus,0.837
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Lebanon,0.927
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Jordan,0.885
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Azerbaijan,0.852
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Guatemala,0.844
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,United States,0.869
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Pakistan,0.955
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Indonesia,0.931
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Bangladesh,0.968
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Brazil,0.905
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Philippines,0.922
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Turkey,0.923
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Iraq,0.947
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,United Kingdom,0.892
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Mexico,0.856
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Vietnam,0.890
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Saudi Arabia,0.913
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Thailand,0.879
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Colombia,0.942
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Kazakhstan,0.943
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Nepal,0.884
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Egypt,0.898
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Argentina,0.948
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Ukraine,0.913
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Germany,0.842
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Nigeria,0.933
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Canada,0.832
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Algeria,0.943
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,United Arab Emirates,0.935
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Cambodia,0.942
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Italy,0.852
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Poland,0.871
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,France,0.822
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Myanmar,0.924
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Spain,0.817
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Israel,0.916
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Ecuador,0.945
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Peru,0.935
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Malaysia,0.807
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Dominican Republic,0.944
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,South Africa,0.929
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Australia,0.885
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Chile,0.930
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Lao Peoples Democratic Republic,0.952
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Morocco,0.938
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Romania,0.892
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Venezuela Bolivarian Republic of,0.943
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Libya,0.931
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Netherlands,0.883
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Somalia,0.909
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Belarus,0.899
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Lebanon,0.954
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Jordan,0.926
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Azerbaijan,0.928
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Guatemala,0.924
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,United States,0.934
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Pakistan,0.988
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Indonesia,0.983
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Bangladesh,0.995
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Brazil,0.976
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Philippines,0.982
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Turkey,0.964
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Iraq,0.969
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,United Kingdom,0.912
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Mexico,0.967
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Vietnam,0.949
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Saudi Arabia,0.948
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Thailand,0.980
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Colombia,0.981
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Kazakhstan,0.977
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Nepal,0.971
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Egypt,0.971
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Argentina,0.976
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Ukraine,0.837
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Germany,0.892
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Nigeria,0.988
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Canada,0.931
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Algeria,0.966
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,United Arab Emirates,0.935
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Cambodia,0.989
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Italy,0.920
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Poland,0.940
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,France,0.907
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Myanmar,0.983
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Spain,0.938
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Israel,0.943
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Ecuador,0.980
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Peru,0.962
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Malaysia,0.934
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Dominican Republic,0.982
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,South Africa,0.977
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Australia,0.926
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Chile,0.959
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Lao Peoples Democratic Republic,0.995
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Morocco,0.962
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Romania,0.902
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Venezuela Bolivarian Republic of,0.984
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Libya,0.979
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Netherlands,0.897
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Somalia,0.987
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Belarus,0.940
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Lebanon,0.964
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Jordan,0.947
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Azerbaijan,0.949
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,Market,Guatemala,0.973
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,all,all,0.847
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,all,all,0.912
Proactive removal rate,quarterly,Oct-Dec 2022,all,all,all,all,all,all,0.962
Removal rate within 24 hours,quarterly,Oct-Dec 2022,issue,Dangerous acts and challenges,all,all,all,all,0.822
Removal rate before any views,quarterly,Oct-Dec 2022,issue,Dangerous acts and challenges,all,all,all,all,0.705
Category share,quarterly,Oct-Dec 2022,issue,Dangerous acts and challenges,all,all,all,all,0.050
Proactive removal rate,quarterly,Oct-Dec 2022,issue,Dangerous acts and challenges,all,all,all,all,0.960
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Dangerous acts and challenges - Dangerous acts and challenges,task_type,human moderation,all,all,0.723
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Dangerous acts and challenges - Dangerous acts and challenges,task_type,human moderation,all,all,0.798
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Dangerous acts and challenges - Dangerous acts and challenges,task_type,human moderation,all,all,0.693
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Dangerous acts and challenges - Dangerous acts and challenges,task_type,human moderation,all,all,0.945
Removal rate before any views,quarterly,Oct-Dec 2022,Community guidelines policy,Dangerous acts and challenges - Dangerous acts and challenges,task_type,human moderation,all,all,0.517
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Dangerous acts and challenges - Dangerous acts and challenges,task_type,human moderation,all,all,0.708
Proactive removal rate,quarterly,Oct-Dec 2022,Community guidelines policy,Dangerous acts and challenges - Dangerous acts and challenges,task_type,human moderation,all,all,0.935
Removal rate before any views,quarterly,Jul-Sep 2022,issue,Harassment and bullying,all,all,all,all,0.707
Removal rate within 24 hours,quarterly,Jul-Sep 2022,issue,Harassment and bullying,all,all,all,all,0.831
Proactive removal rate,quarterly,Jul-Sep 2022,issue,Harassment and bullying,all,all,all,all,0.838
Category share,quarterly,Jul-Sep 2020,issue,Harassment and bullying,all,all,all,all,0.049
Category share,quarterly,Oct-Dec 2020,issue,Harassment and bullying,all,all,all,all,0.082
Category share,quarterly,Jan-Mar 2021,issue,Harassment and bullying,all,all,all,all,0.080
Category share,quarterly,Apr-Jun 2021,issue,Harassment and bullying,all,all,all,all,0.068
Category share,quarterly,Jul-Sep 2021,issue,Harassment and bullying,all,all,all,all,0.053
Category share,quarterly,Oct-Dec 2021,issue,Harassment and bullying,all,all,all,all,0.057
Category share,quarterly,Jan-Mar 2022,issue,Harassment and bullying,all,all,all,all,0.060
Category share,quarterly,Apr-Jun 2022,issue,Harassment and bullying,all,all,all,all,0.057
Category share,quarterly,Jul-Sep 2022,issue,Harassment and bullying,all,all,all,all,0.059
Removal rate within 24 hours,quarterly,Oct-Dec 2022,issue,Harassment and bullying,all,all,all,all,0.814
Removal rate before any views,quarterly,Oct-Dec 2022,issue,Harassment and bullying,all,all,all,all,0.653
Category share,quarterly,Oct-Dec 2022,issue,Harassment and bullying,all,all,all,all,0.061
Proactive removal rate,quarterly,Oct-Dec 2022,issue,Harassment and bullying,all,all,all,all,0.845
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Abusive behavior,task_type,human moderation,all,all,0.682
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Abusive behavior,task_type,human moderation,all,all,0.815
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Abusive behavior,task_type,human moderation,all,all,0.876
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Abusive behavior,task_type,human moderation,all,all,0.821
Removal rate before any views,quarterly,Oct-Dec 2022,Community guidelines policy,Abusive behavior,task_type,human moderation,all,all,0.608
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Abusive behavior,task_type,human moderation,all,all,0.790
Proactive removal rate,quarterly,Oct-Dec 2022,Community guidelines policy,Abusive behavior,task_type,human moderation,all,all,0.824
Category share,quarterly,Oct-Dec 2022,Community guidelines policy,Abusive behavior,task_type,human moderation,all,all,0.873
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Sexual harassment,task_type,human moderation,all,all,0.558
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Sexual harassment,task_type,human moderation,all,all,0.756
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Sexual harassment,task_type,human moderation,all,all,0.109
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Sexual harassment,task_type,human moderation,all,all,0.762
Removal rate before any views,quarterly,Oct-Dec 2022,Community guidelines policy,Sexual harassment,task_type,human moderation,all,all,0.493
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Sexual harassment,task_type,human moderation,all,all,0.740
Proactive removal rate,quarterly,Oct-Dec 2022,Community guidelines policy,Sexual harassment,task_type,human moderation,all,all,0.747
Category share,quarterly,Oct-Dec 2022,Community guidelines policy,Sexual harassment,task_type,human moderation,all,all,0.112
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,"Threats of hacking, doxxing, and blackmail",task_type,human moderation,all,all,0.720
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,"Threats of hacking, doxxing, and blackmail",task_type,human moderation,all,all,0.798
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,"Threats of hacking, doxxing, and blackmail",task_type,human moderation,all,all,0.015
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,"Threats of hacking, doxxing, and blackmail",task_type,human moderation,all,all,0.872
Removal rate before any views,quarterly,Oct-Dec 2022,Community guidelines policy,"Threats of hacking, doxxing, and blackmail",task_type,human moderation,all,all,0.645
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,"Threats of hacking, doxxing, and blackmail",task_type,human moderation,all,all,0.776
Proactive removal rate,quarterly,Oct-Dec 2022,Community guidelines policy,"Threats of hacking, doxxing, and blackmail",task_type,human moderation,all,all,0.874
Category share,quarterly,Oct-Dec 2022,Community guidelines policy,"Threats of hacking, doxxing, and blackmail",task_type,human moderation,all,all,0.015
Removal rate before any views,quarterly,Jul-Sep 2022,issue,Hateful behavior,all,all,all,all,0.748
Removal rate within 24 hours,quarterly,Jul-Sep 2022,issue,Hateful behavior,all,all,all,all,0.838
Proactive removal rate,quarterly,Jul-Sep 2022,issue,Hateful behavior,all,all,all,all,0.855
Category share,quarterly,Jul-Sep 2020,issue,Hateful behavior,all,all,all,all,0.016
Category share,quarterly,Oct-Dec 2020,issue,Hateful behavior,all,all,all,all,0.025
Category share,quarterly,Jan-Mar 2021,issue,Hateful behavior,all,all,all,all,0.023
Category share,quarterly,Apr-Jun 2021,issue,Hateful behavior,all,all,all,all,0.022
Category share,quarterly,Jul-Sep 2021,issue,Hateful behavior,all,all,all,all,0.015
Category share,quarterly,Oct-Dec 2021,issue,Hateful behavior,all,all,all,all,0.015
Category share,quarterly,Jan-Mar 2022,issue,Hateful behavior,all,all,all,all,0.016
Category share,quarterly,Apr-Jun 2022,issue,Hateful behavior,all,all,all,all,0.017
Category share,quarterly,Jul-Sep 2022,issue,Hateful behavior,all,all,all,all,0.020
Removal rate within 24 hours,quarterly,Oct-Dec 2022,issue,Hateful behavior,all,all,all,all,0.837
Removal rate before any views,quarterly,Oct-Dec 2022,issue,Hateful behavior,all,all,all,all,0.732
Category share,quarterly,Oct-Dec 2022,issue,Hateful behavior,all,all,all,all,0.023
Proactive removal rate,quarterly,Oct-Dec 2022,issue,Hateful behavior,all,all,all,all,0.871
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Attacks and slurs on the basis of protected attributes,task_type,human moderation,all,all,0.789
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Attacks and slurs on the basis of protected attributes,task_type,human moderation,all,all,0.852
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Attacks and slurs on the basis of protected attributes,task_type,human moderation,all,all,0.573
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Attacks and slurs on the basis of protected attributes,task_type,human moderation,all,all,0.894
Removal rate before any views,quarterly,Oct-Dec 2022,Community guidelines policy,Attacks and slurs on the basis of protected attributes,task_type,human moderation,all,all,0.786
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Attacks and slurs on the basis of protected attributes,task_type,human moderation,all,all,0.862
Proactive removal rate,quarterly,Oct-Dec 2022,Community guidelines policy,Attacks and slurs on the basis of protected attributes,task_type,human moderation,all,all,0.902
Category share,quarterly,Oct-Dec 2022,Community guidelines policy,Attacks and slurs on the basis of protected attributes,task_type,human moderation,all,all,0.564
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Hateful ideology,task_type,human moderation,all,all,0.624
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Hateful ideology,task_type,human moderation,all,all,0.773
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Hateful ideology,task_type,human moderation,all,all,0.427
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Hateful ideology,task_type,human moderation,all,all,0.761
Removal rate before any views,quarterly,Oct-Dec 2022,Community guidelines policy,Hateful ideology,task_type,human moderation,all,all,0.584
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Hateful ideology,task_type,human moderation,all,all,0.766
Proactive removal rate,quarterly,Oct-Dec 2022,Community guidelines policy,Hateful ideology,task_type,human moderation,all,all,0.778
Category share,quarterly,Oct-Dec 2022,Community guidelines policy,Hateful ideology,task_type,human moderation,all,all,0.436
Removal rate before any views,quarterly,Jul-Sep 2022,issue,Illegal activities and regulated goods,all,all,all,all,0.912
Removal rate within 24 hours,quarterly,Jul-Sep 2022,issue,Illegal activities and regulated goods,all,all,all,all,0.939
Proactive removal rate,quarterly,Jul-Sep 2022,issue,Illegal activities and regulated goods,all,all,all,all,0.977
Category share,quarterly,Jul-Sep 2020,issue,Illegal activities and regulated goods,all,all,all,all,0.158
Category share,quarterly,Oct-Dec 2020,issue,Illegal activities and regulated goods,all,all,all,all,0.198
Category share,quarterly,Jan-Mar 2021,issue,Illegal activities and regulated goods,all,all,all,all,0.211
Category share,quarterly,Apr-Jun 2021,issue,Illegal activities and regulated goods,all,all,all,all,0.209
Category share,quarterly,Jul-Sep 2021,issue,Illegal activities and regulated goods,all,all,all,all,0.166
Category share,quarterly,Oct-Dec 2021,issue,Illegal activities and regulated goods,all,all,all,all,0.195
Category share,quarterly,Jan-Mar 2022,issue,Illegal activities and regulated goods,all,all,all,all,0.218
Category share,quarterly,Apr-Jun 2022,issue,Illegal activities and regulated goods,all,all,all,all,0.212
Category share,quarterly,Jul-Sep 2022,issue,Illegal activities and regulated goods,all,all,all,all,0.210
Removal rate within 24 hours,quarterly,Oct-Dec 2022,issue,Illegal activities and regulated goods,all,all,all,all,0.929
Removal rate before any views,quarterly,Oct-Dec 2022,issue,Illegal activities and regulated goods,all,all,all,all,0.860
Category share,quarterly,Oct-Dec 2022,issue,Illegal activities and regulated goods,all,all,all,all,0.274
Proactive removal rate,quarterly,Oct-Dec 2022,issue,Illegal activities and regulated goods,all,all,all,all,0.976
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Criminal activities,task_type,human moderation,all,all,0.494
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Criminal activities,task_type,human moderation,all,all,0.694
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Criminal activities,task_type,human moderation,all,all,0.014
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Criminal activities,task_type,human moderation,all,all,0.829
Removal rate before any views,quarterly,Oct-Dec 2022,Community guidelines policy,Criminal activities,task_type,human moderation,all,all,0.309
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Criminal activities,task_type,human moderation,all,all,0.571
Proactive removal rate,quarterly,Oct-Dec 2022,Community guidelines policy,Criminal activities,task_type,human moderation,all,all,0.770
Category share,quarterly,Oct-Dec 2022,Community guidelines policy,Criminal activities,task_type,human moderation,all,all,0.014
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,"Drugs, controlled substances, alcohol, and tobacco",task_type,human moderation,all,all,0.774
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,"Drugs, controlled substances, alcohol, and tobacco",task_type,human moderation,all,all,0.830
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,"Drugs, controlled substances, alcohol, and tobacco",task_type,human moderation,all,all,0.134
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,"Drugs, controlled substances, alcohol, and tobacco",task_type,human moderation,all,all,0.939
Removal rate before any views,quarterly,Oct-Dec 2022,Community guidelines policy,"Drugs, controlled substances, alcohol, and tobacco",task_type,human moderation,all,all,0.630
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,"Drugs, controlled substances, alcohol, and tobacco",task_type,human moderation,all,all,0.770
Proactive removal rate,quarterly,Oct-Dec 2022,Community guidelines policy,"Drugs, controlled substances, alcohol, and tobacco",task_type,human moderation,all,all,0.930
Category share,quarterly,Oct-Dec 2022,Community guidelines policy,"Drugs, controlled substances, alcohol, and tobacco",task_type,human moderation,all,all,0.125
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Frauds and scams,task_type,human moderation,all,all,0.637
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Frauds and scams,task_type,human moderation,all,all,0.805
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Frauds and scams,task_type,human moderation,all,all,0.150
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Frauds and scams,task_type,human moderation,all,all,0.885
Removal rate before any views,quarterly,Oct-Dec 2022,Community guidelines policy,Frauds and scams,task_type,human moderation,all,all,0.527
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Frauds and scams,task_type,human moderation,all,all,0.767
Proactive removal rate,quarterly,Oct-Dec 2022,Community guidelines policy,Frauds and scams,task_type,human moderation,all,all,0.872
Category share,quarterly,Oct-Dec 2022,Community guidelines policy,Frauds and scams,task_type,human moderation,all,all,0.167
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Gambling,task_type,human moderation,all,all,0.706
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Gambling,task_type,human moderation,all,all,0.835
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Gambling,task_type,human moderation,all,all,0.040
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Gambling,task_type,human moderation,all,all,0.932
Removal rate before any views,quarterly,Oct-Dec 2022,Community guidelines policy,Gambling,task_type,human moderation,all,all,0.445
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Gambling,task_type,human moderation,all,all,0.750
Proactive removal rate,quarterly,Oct-Dec 2022,Community guidelines policy,Gambling,task_type,human moderation,all,all,0.895
Category share,quarterly,Oct-Dec 2022,Community guidelines policy,Gambling,task_type,human moderation,all,all,0.046
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,"Privacy, personal data, and personally identifiable information (PII)",task_type,human moderation,all,all,0.911
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,"Privacy, personal data, and personally identifiable information (PII)",task_type,human moderation,all,all,0.910
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,"Privacy, personal data, and personally identifiable information (PII)",task_type,human moderation,all,all,0.344
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,"Privacy, personal data, and personally identifiable information (PII)",task_type,human moderation,all,all,0.985
Removal rate before any views,quarterly,Oct-Dec 2022,Community guidelines policy,"Privacy, personal data, and personally identifiable information (PII)",task_type,human moderation,all,all,0.691
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,"Privacy, personal data, and personally identifiable information (PII)",task_type,human moderation,all,all,0.845
Proactive removal rate,quarterly,Oct-Dec 2022,Community guidelines policy,"Privacy, personal data, and personally identifiable information (PII)",task_type,human moderation,all,all,0.976
Category share,quarterly,Oct-Dec 2022,Community guidelines policy,"Privacy, personal data, and personally identifiable information (PII)",task_type,human moderation,all,all,0.319
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Weapons,task_type,human moderation,all,all,0.880
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Weapons,task_type,human moderation,all,all,0.873
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Weapons,task_type,human moderation,all,all,0.318
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Weapons,task_type,human moderation,all,all,0.968
Removal rate before any views,quarterly,Oct-Dec 2022,Community guidelines policy,Weapons,task_type,human moderation,all,all,0.745
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Weapons,task_type,human moderation,all,all,0.853
Proactive removal rate,quarterly,Oct-Dec 2022,Community guidelines policy,Weapons,task_type,human moderation,all,all,0.961
Category share,quarterly,Oct-Dec 2022,Community guidelines policy,Weapons,task_type,human moderation,all,all,0.331
Removal rate before any views,quarterly,Jul-Sep 2022,issue,Integrity and authenticity,all,all,all,all,0.772
Removal rate within 24 hours,quarterly,Jul-Sep 2022,issue,Integrity and authenticity,all,all,all,all,0.835
Proactive removal rate,quarterly,Jul-Sep 2022,issue,Integrity and authenticity,all,all,all,all,0.920
