Metric,Period Type,Period,Policy Type,Issue Policy,Task Type,Task,Location,Market,Result
Removal rate within 24 hours,quarterly,Apr-Jun 2023,Community guidelines policy,Violent & Hateful Orgs & Individuals,all,all,all,all,0.875
Removal rate within 24 hours,quarterly,Apr-Jun 2023,Community guidelines policy,Violent Behaviors & Criminal Activities,all,all,all,all,0.8320000000000001
Removal rate within 24 hours,quarterly,Apr-Jun 2023,Community guidelines policy,Youth Exploitation & Abuse,all,all,all,all,0.9109999999999999
Removal rate within 24 hours,quarterly,Apr-Jun 2023,Community guidelines policy,Animal Abuse,all,all,all,all,0.935
Removal rate within 24 hours,quarterly,Apr-Jun 2023,Community guidelines policy,Nudity & Body Exposure,all,all,all,all,0.9129999999999999
Removal rate within 24 hours,quarterly,Apr-Jun 2023,Community guidelines policy,Sexual Activity & Services,all,all,all,all,0.778
Removal rate within 24 hours,quarterly,Apr-Jun 2023,Community guidelines policy,Sexually Suggestive Content,all,all,all,all,0.868
Removal rate within 24 hours,quarterly,Apr-Jun 2023,Community guidelines policy,Shocking & Graphic Content,all,all,all,all,0.9259999999999999
Removal rate within 24 hours,quarterly,Apr-Jun 2023,Community guidelines policy,"Youth Safety & Well-Being - Alcohol, Tobacco & Drugs",all,all,all,all,0.8690000000000001
Removal rate within 24 hours,quarterly,Apr-Jun 2023,Community guidelines policy,Youth Safety & Well-Being - Nudity & Body Exposure,all,all,all,all,0.8420000000000001
Removal rate within 24 hours,quarterly,Apr-Jun 2023,Community guidelines policy,Youth Safety & Well-Being - Sexually Suggestive Content,all,all,all,all,0.6920000000000001
Removal rate within 24 hours,quarterly,Apr-Jun 2023,Community guidelines policy,Youth Safety & Well-Being - Youth Exploitation & Abuse,all,all,all,all,0.836
Removal rate before any views,quarterly,Apr-Jun 2023,Community guidelines policy,Civic & Election Integrity,all,all,all,all,0.866
Removal rate before any views,quarterly,Apr-Jun 2023,Community guidelines policy,Fake Engagement,all,all,all,all,0.282
Removal rate before any views,quarterly,Apr-Jun 2023,Community guidelines policy,Misinformation,all,all,all,all,0.7879999999999999
Removal rate before any views,quarterly,Apr-Jun 2023,Community guidelines policy,Synthetic & Manipulated Media,all,all,all,all,0.966
Removal rate before any views,quarterly,Apr-Jun 2023,Community guidelines policy,Unoriginal Content & QR Codes,all,all,all,all,0.99
Removal rate before any views,quarterly,Apr-Jun 2023,Community guidelines policy,Dangerous Activities & Challenges,all,all,all,all,0.8370000000000001
Removal rate before any views,quarterly,Apr-Jun 2023,Community guidelines policy,Disordered Eating & Body Image,all,all,all,all,0.684
Removal rate before any views,quarterly,Apr-Jun 2023,Community guidelines policy,Suicide & Self-Harm,all,all,all,all,0.883
Removal rate before any views,quarterly,Apr-Jun 2023,Community guidelines policy,Personal Information,all,all,all,all,0.789
Removal rate before any views,quarterly,Apr-Jun 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,all,all,0.757
Removal rate before any views,quarterly,Apr-Jun 2023,Community guidelines policy,Commercial Disclosure & Paid Promotion,all,all,all,all,0.998
Removal rate before any views,quarterly,Apr-Jun 2023,Community guidelines policy,Firearms & Dangerous Weapons,all,all,all,all,0.843
Removal rate before any views,quarterly,Apr-Jun 2023,Community guidelines policy,Frauds & Scams,all,all,all,all,0.46
Removal rate before any views,quarterly,Apr-Jun 2023,Community guidelines policy,Gambling,all,all,all,all,0.565
Removal rate before any views,quarterly,Apr-Jun 2023,Community guidelines policy,Trade of Regulated Goods & Services,all,all,all,all,0.245
Removal rate before any views,quarterly,Apr-Jun 2023,Community guidelines policy,Harassment & Bullying,all,all,all,all,0.53
Removal rate before any views,quarterly,Apr-Jun 2023,Community guidelines policy,Hate Speech & Hateful Behavior,all,all,all,all,0.768
Removal rate before any views,quarterly,Apr-Jun 2023,Community guidelines policy,Human Exploitation,all,all,all,all,0.7190000000000001
Removal rate before any views,quarterly,Apr-Jun 2023,Community guidelines policy,Sexual Exploitation & Gender-Based Violence,all,all,all,all,0.396
Removal rate before any views,quarterly,Apr-Jun 2023,Community guidelines policy,Violent & Hateful Orgs & Individuals,all,all,all,all,0.78
Removal rate before any views,quarterly,Apr-Jun 2023,Community guidelines policy,Violent Behaviors & Criminal Activities,all,all,all,all,0.655
Removal rate before any views,quarterly,Apr-Jun 2023,Community guidelines policy,Youth Exploitation & Abuse,all,all,all,all,0.836
Removal rate before any views,quarterly,Apr-Jun 2023,Community guidelines policy,Animal Abuse,all,all,all,all,0.836
Removal rate before any views,quarterly,Apr-Jun 2023,Community guidelines policy,Nudity & Body Exposure,all,all,all,all,0.868
Removal rate before any views,quarterly,Apr-Jun 2023,Community guidelines policy,Sexual Activity & Services,all,all,all,all,0.34
Removal rate before any views,quarterly,Apr-Jun 2023,Community guidelines policy,Sexually Suggestive Content,all,all,all,all,0.777
Removal rate before any views,quarterly,Apr-Jun 2023,Community guidelines policy,Shocking & Graphic Content,all,all,all,all,0.8490000000000001
Removal rate before any views,quarterly,Apr-Jun 2023,Community guidelines policy,"Youth Safety & Well-Being - Alcohol, Tobacco & Drugs",all,all,all,all,0.77
Removal rate before any views,quarterly,Apr-Jun 2023,Community guidelines policy,Youth Safety & Well-Being - Nudity & Body Exposure,all,all,all,all,0.715
Removal rate before any views,quarterly,Apr-Jun 2023,Community guidelines policy,Youth Safety & Well-Being - Sexually Suggestive Content,all,all,all,all,0.46
Removal rate before any views,quarterly,Apr-Jun 2023,Community guidelines policy,Youth Safety & Well-Being - Youth Exploitation & Abuse,all,all,all,all,0.715
Category share,quarterly,Apr-Jun 2023,Community guidelines policy,Civic & Election Integrity,all,all,all,all,0.046
Category share,quarterly,Apr-Jun 2023,Community guidelines policy,Fake Engagement,all,all,all,all,0.289
Category share,quarterly,Apr-Jun 2023,Community guidelines policy,Misinformation,all,all,all,all,0.662
Category share,quarterly,Apr-Jun 2023,Community guidelines policy,Synthetic & Manipulated Media,all,all,all,all,0.004
Category share,quarterly,Apr-Jun 2023,Community guidelines policy,Dangerous Activities & Challenges,all,all,all,all,0.633
Category share,quarterly,Apr-Jun 2023,Community guidelines policy,Disordered Eating & Body Image,all,all,all,all,0.013000000000000001
Category share,quarterly,Apr-Jun 2023,Community guidelines policy,Suicide & Self-Harm,all,all,all,all,0.354
Category share,quarterly,Apr-Jun 2023,Community guidelines policy,Personal Information,all,all,all,all,1.0
Category share,quarterly,Apr-Jun 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,all,all,0.43200000000000005
Category share,quarterly,Apr-Jun 2023,Community guidelines policy,Firearms & Dangerous Weapons,all,all,all,all,0.29100000000000004
Category share,quarterly,Apr-Jun 2023,Community guidelines policy,Frauds & Scams,all,all,all,all,0.215
Category share,quarterly,Apr-Jun 2023,Community guidelines policy,Gambling,all,all,all,all,0.045
Category share,quarterly,Apr-Jun 2023,Community guidelines policy,Trade of Regulated Goods & Services,all,all,all,all,0.018000000000000002
Category share,quarterly,Apr-Jun 2023,Community guidelines policy,Harassment & Bullying,all,all,all,all,0.317
Category share,quarterly,Apr-Jun 2023,Community guidelines policy,Hate Speech & Hateful Behavior,all,all,all,all,0.18899999999999997
Category share,quarterly,Apr-Jun 2023,Community guidelines policy,Human Exploitation,all,all,all,all,0.003
Category share,quarterly,Apr-Jun 2023,Community guidelines policy,Sexual Exploitation & Gender-Based Violence,all,all,all,all,0.067
Category share,quarterly,Apr-Jun 2023,Community guidelines policy,Violent & Hateful Orgs & Individuals,all,all,all,all,0.086
Category share,quarterly,Apr-Jun 2023,Community guidelines policy,Violent Behaviors & Criminal Activities,all,all,all,all,0.031
Category share,quarterly,Apr-Jun 2023,Community guidelines policy,Youth Exploitation & Abuse,all,all,all,all,0.308
Category share,quarterly,Apr-Jun 2023,Community guidelines policy,Animal Abuse,all,all,all,all,0.10400000000000001
Category share,quarterly,Apr-Jun 2023,Community guidelines policy,Nudity & Body Exposure,all,all,all,all,0.28600000000000003
Category share,quarterly,Apr-Jun 2023,Community guidelines policy,Sexual Activity & Services,all,all,all,all,0.209
Category share,quarterly,Apr-Jun 2023,Community guidelines policy,Sexually Suggestive Content,all,all,all,all,0.253
Category share,quarterly,Apr-Jun 2023,Community guidelines policy,Shocking & Graphic Content,all,all,all,all,0.14800000000000002
Category share,quarterly,Apr-Jun 2023,Community guidelines policy,"Youth Safety & Well-Being - Alcohol, Tobacco & Drugs",all,all,all,all,0.292
Category share,quarterly,Apr-Jun 2023,Community guidelines policy,Youth Safety & Well-Being - Nudity & Body Exposure,all,all,all,all,0.235
Category share,quarterly,Apr-Jun 2023,Community guidelines policy,Youth Safety & Well-Being - Sexually Suggestive Content,all,all,all,all,0.195
Category share,quarterly,Apr-Jun 2023,Community guidelines policy,Youth Safety & Well-Being - Youth Exploitation & Abuse,all,all,all,all,0.278
Proactive removal rate,quarterly,Apr-Jun 2023,Community guidelines policy,Civic & Election Integrity,all,all,all,all,0.976
Proactive removal rate,quarterly,Apr-Jun 2023,Community guidelines policy,Fake Engagement,all,all,all,all,0.9
Proactive removal rate,quarterly,Apr-Jun 2023,Community guidelines policy,Misinformation,all,all,all,all,0.9490000000000001
Proactive removal rate,quarterly,Apr-Jun 2023,Community guidelines policy,Synthetic & Manipulated Media,all,all,all,all,0.9840000000000001
Proactive removal rate,quarterly,Apr-Jun 2023,Community guidelines policy,Unoriginal Content & QR Codes,all,all,all,all,0.9940000000000001
Proactive removal rate,quarterly,Apr-Jun 2023,Community guidelines policy,Dangerous Activities & Challenges,all,all,all,all,0.983
Proactive removal rate,quarterly,Apr-Jun 2023,Community guidelines policy,Disordered Eating & Body Image,all,all,all,all,0.857
Proactive removal rate,quarterly,Apr-Jun 2023,Community guidelines policy,Suicide & Self-Harm,all,all,all,all,0.981
Proactive removal rate,quarterly,Apr-Jun 2023,Community guidelines policy,Personal Information,all,all,all,all,0.985
Proactive removal rate,quarterly,Apr-Jun 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,all,all,0.9790000000000001
Proactive removal rate,quarterly,Apr-Jun 2023,Community guidelines policy,Commercial Disclosure & Paid Promotion,all,all,all,all,0.998
Proactive removal rate,quarterly,Apr-Jun 2023,Community guidelines policy,Firearms & Dangerous Weapons,all,all,all,all,0.987
Proactive removal rate,quarterly,Apr-Jun 2023,Community guidelines policy,Frauds & Scams,all,all,all,all,0.9159999999999999
Proactive removal rate,quarterly,Apr-Jun 2023,Community guidelines policy,Gambling,all,all,all,all,0.9670000000000001
Proactive removal rate,quarterly,Apr-Jun 2023,Community guidelines policy,Trade of Regulated Goods & Services,all,all,all,all,0.877
Proactive removal rate,quarterly,Apr-Jun 2023,Community guidelines policy,Harassment & Bullying,all,all,all,all,0.8440000000000001
Proactive removal rate,quarterly,Apr-Jun 2023,Community guidelines policy,Hate Speech & Hateful Behavior,all,all,all,all,0.899
Proactive removal rate,quarterly,Apr-Jun 2023,Community guidelines policy,Human Exploitation,all,all,all,all,0.941
Proactive removal rate,quarterly,Apr-Jun 2023,Community guidelines policy,Sexual Exploitation & Gender-Based Violence,all,all,all,all,0.784
Proactive removal rate,quarterly,Apr-Jun 2023,Community guidelines policy,Violent & Hateful Orgs & Individuals,all,all,all,all,0.968
Proactive removal rate,quarterly,Apr-Jun 2023,Community guidelines policy,Violent Behaviors & Criminal Activities,all,all,all,all,0.91
Proactive removal rate,quarterly,Apr-Jun 2023,Community guidelines policy,Youth Exploitation & Abuse,all,all,all,all,0.986
Proactive removal rate,quarterly,Apr-Jun 2023,Community guidelines policy,Animal Abuse,all,all,all,all,0.975
Proactive removal rate,quarterly,Apr-Jun 2023,Community guidelines policy,Nudity & Body Exposure,all,all,all,all,0.97
Proactive removal rate,quarterly,Apr-Jun 2023,Community guidelines policy,Sexual Activity & Services,all,all,all,all,0.8
Proactive removal rate,quarterly,Apr-Jun 2023,Community guidelines policy,Sexually Suggestive Content,all,all,all,all,0.958
Proactive removal rate,quarterly,Apr-Jun 2023,Community guidelines policy,Shocking & Graphic Content,all,all,all,all,0.9790000000000001
Proactive removal rate,quarterly,Apr-Jun 2023,Community guidelines policy,"Youth Safety & Well-Being - Alcohol, Tobacco & Drugs",all,all,all,all,0.982
Proactive removal rate,quarterly,Apr-Jun 2023,Community guidelines policy,Youth Safety & Well-Being - Nudity & Body Exposure,all,all,all,all,0.978
Proactive removal rate,quarterly,Apr-Jun 2023,Community guidelines policy,Youth Safety & Well-Being - Sexually Suggestive Content,all,all,all,all,0.953
Proactive removal rate,quarterly,Apr-Jun 2023,Community guidelines policy,Youth Safety & Well-Being - Youth Exploitation & Abuse,all,all,all,all,0.976
Total accounts removed,quarterly,Jul-Sep 2023,Ban reason,Accounts suspected to be under the age of 13 removed,all,all,all,all,20864857.0
LIVE sessions restored,quarterly,Jul-Sep 2023,all,all,all,all,all,all,375137.0
LIVE sessions suspended,quarterly,Jul-Sep 2023,all,all,all,all,all,all,9597982.0
LIVE: Suspension rate of published,quarterly,Jul-Sep 2023,all,all,all,all,all,all,0.015
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,all,all,7084629.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Algeria,53298.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Argentina,49568.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Australia,86509.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Azerbaijan,23252.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Bangladesh,243358.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Brazil,347268.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Cambodia,44247.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Canada,127649.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Chile,34426.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Colombia,86853.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Dominican Republic,29663.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Ecuador,40863.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Egypt,142836.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,France,69829.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Germany,116165.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Indonesia,642981.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Iraq,95633.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Israel,41977.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Italy,130915.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Japan,56671.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Kazakhstan,31950.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Laos,12709.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Lebanon,14329.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Libya,27933.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Malaysia,140691.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Mexico,190305.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Morocco,28015.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Myanmar,53648.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Nepal,40830.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Netherlands,67553.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Nigeria,114093.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Pakistan,580047.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Peru,51744.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Philippines,173227.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Poland,124599.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Romania,19466.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Saudi Arabia,261497.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Somalia,10092.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,South Africa,42525.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Spain,116582.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Switzerland,5673.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Taiwan,13629.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Thailand,118371.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Turkey,268744.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Ukraine,91869.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,United Arab Emirates,50070.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,United Kingdom,321432.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,United States,990030.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Venezuela,23928.0
Videos restored,quarterly,Jul-Sep 2023,all,all,all,all,Market,Vietnam,146246.0
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,all,all,0.768
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Algeria,0.875
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Argentina,0.815
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Australia,0.701
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Azerbaijan,0.852
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Bangladesh,0.865
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Brazil,0.8059999999999999
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Cambodia,0.753
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Canada,0.44299999999999995
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Chile,0.843
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Colombia,0.89
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Dominican Republic,0.872
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Ecuador,0.8170000000000001
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Egypt,0.726
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,France,0.7070000000000001
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Germany,0.599
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Indonesia,0.885
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Iraq,0.905
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Israel,0.564
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Italy,0.723
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Japan,0.436
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Kazakhstan,0.835
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Laos,0.731
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Lebanon,0.884
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Libya,0.924
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Malaysia,0.7759999999999999
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Mexico,0.5920000000000001
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Morocco,0.875
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Myanmar,0.7240000000000001
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Nepal,0.715
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Netherlands,0.733
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Nigeria,0.79
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Pakistan,0.7609999999999999
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Peru,0.843
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Philippines,0.87
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Poland,0.813
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Romania,0.7859999999999999
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Saudi Arabia,0.857
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Somalia,0.741
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,South Africa,0.713
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Spain,0.79
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Switzerland,0.43700000000000006
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Taiwan,0.593
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Thailand,0.725
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Turkey,0.8290000000000001
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Ukraine,0.75
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,United Arab Emirates,0.833
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,United Kingdom,0.684
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,United States,0.625
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Venezuela,0.877
Removal rate before any views,quarterly,Jul-Sep 2023,all,all,all,all,Market,Vietnam,0.7909999999999999
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,all,all,136530418.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Algeria,1027394.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Argentina,756847.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Australia,741846.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Azerbaijan,405826.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Bangladesh,8147484.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Brazil,5533777.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Cambodia,1020597.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Canada,1643047.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Chile,439100.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Colombia,1326000.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Dominican Republic,724488.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Ecuador,788455.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Egypt,1780937.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,France,1327008.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Germany,1436730.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Indonesia,13657287.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Iraq,2748195.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Israel,720604.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Italy,1741675.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Japan,1111969.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Kazakhstan,1109412.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Laos,513745.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Lebanon,392920.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Libya,645541.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Malaysia,1555199.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Mexico,2699702.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Morocco,501089.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Myanmar,1174776.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Nepal,1408153.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Netherlands,611797.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Nigeria,1488367.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Pakistan,18307963.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Peru,772775.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Philippines,3877161.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Poland,1018377.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Romania,544835.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Saudi Arabia,3252641.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Somalia,640553.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,South Africa,479872.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Spain,1540131.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Switzerland,649647.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Taiwan,767078.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Thailand,2923383.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Turkey,3720061.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Ukraine,1600258.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,United Arab Emirates,871441.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,United Kingdom,4601562.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,United States,13750041.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Venezuela,522102.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,all,all,Market,Vietnam,6470877.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,task_type,automation,all,all,88721552.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,task_type,automation,Market,Algeria,784115.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,task_type,automation,Market,Argentina,509660.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,task_type,automation,Market,Australia,442598.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,task_type,automation,Market,Azerbaijan,291941.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,task_type,automation,Market,Bangladesh,6287421.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,task_type,automation,Market,Brazil,3863828.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,task_type,automation,Market,Cambodia,664795.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,task_type,automation,Market,Canada,612581.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,task_type,automation,Market,Chile,311066.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,task_type,automation,Market,Colombia,970703.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,task_type,automation,Market,Dominican Republic,536870.0
Total videos removed,quarterly,Jul-Sep 2023,all,all,task_type,automation,Market,Ecuador,545477.0
