IndicatorId,IndicatorName,IndicatorShortName,Source,SourceYear,Author,LocationId,Location,Iso2,Iso3,TimeId,Time,VariantId,Variant,SexId,Sex,AgeId,AgeStart,AgeEnd,Age,CategoryId,Category,EstimateTypeId,EstimateType,EstimateMethodId,EstimateMethod,Value
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",188,"Costa Rica","CR","CRI",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",5153957
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",188,"Costa Rica","CR","CRI",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",5180829
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",191,"Croatia","HR","HRV",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",4129752
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",191,"Croatia","HR","HRV",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",4096870
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",191,"Croatia","HR","HRV",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",4060136
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",191,"Croatia","HR","HRV",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",4030358
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",192,"Cuba","CU","CUB",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",11316697
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",192,"Cuba","CU","CUB",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",11300698
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",192,"Cuba","CU","CUB",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",11256373
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",192,"Cuba","CU","CUB",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",11212191
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",196,"Cyprus","CY","CYP",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1228837
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",196,"Cyprus","CY","CYP",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1237537
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",196,"Cyprus","CY","CYP",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1244188
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",196,"Cyprus","CY","CYP",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1251489
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",203,"Czechia","CZ","CZE",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",10536871
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",203,"Czechia","CZ","CZE",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",10530954
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",203,"Czechia","CZ","CZE",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",10510751
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",203,"Czechia","CZ","CZE",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",10493986
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",204,"Benin","BJ","BEN",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",12290444
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",204,"Benin","BJ","BEN",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",12643123
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",204,"Benin","BJ","BEN",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",12996895
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",204,"Benin","BJ","BEN",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",13352864
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",208,"Denmark","DK","DNK",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",5795878
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",208,"Denmark","DK","DNK",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",5825641
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",208,"Denmark","DK","DNK",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",5854241
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",208,"Denmark","DK","DNK",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",5882262
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",212,"Dominica","DM","DMA",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",71428
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",212,"Dominica","DM","DMA",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",71995
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",212,"Dominica","DM","DMA",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",72413
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",212,"Dominica","DM","DMA",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",72738
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",214,"Dominican Republic","DO","DOM",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",10881883
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",214,"Dominican Republic","DO","DOM",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",10999664
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",214,"Dominican Republic","DO","DOM",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",11117874
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",214,"Dominican Republic","DO","DOM",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",11228821
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",218,"Ecuador","EC","ECU",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",17343741
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",218,"Ecuador","EC","ECU",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",17588596
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",218,"Ecuador","EC","ECU",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",17797737
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",218,"Ecuador","EC","ECU",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",18001000
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",222,"El Salvador","SV","SLV",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",6280217
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",222,"El Salvador","SV","SLV",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",6292731
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",222,"El Salvador","SV","SLV",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",6314168
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",222,"El Salvador","SV","SLV",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",6336392
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",226,"Equatorial Guinea","GQ","GNQ",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1553031
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",226,"Equatorial Guinea","GQ","GNQ",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1596049
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",226,"Equatorial Guinea","GQ","GNQ",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1634466
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",226,"Equatorial Guinea","GQ","GNQ",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1674908
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",231,"Ethiopia","ET","ETH",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",114120594
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",231,"Ethiopia","ET","ETH",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",117190911
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",231,"Ethiopia","ET","ETH",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",120283026
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",231,"Ethiopia","ET","ETH",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",123379925
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",232,"Eritrea","ER","ERI",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3498818
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",232,"Eritrea","ER","ERI",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3555868
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",232,"Eritrea","ER","ERI",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3620312
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",232,"Eritrea","ER","ERI",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3684032
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",233,"Estonia","EE","EST",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1327039
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",233,"Estonia","EE","EST",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1329444
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",233,"Estonia","EE","EST",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1328701
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",233,"Estonia","EE","EST",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1326062
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",234,"Faroe Islands","FO","FRO",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",51681
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",234,"Faroe Islands","FO","FRO",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",52415
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",234,"Faroe Islands","FO","FRO",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",52889
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",234,"Faroe Islands","FO","FRO",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",53090
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",238,"Falkland Islands (Malvinas)","FK","FLK",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3710
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",238,"Falkland Islands (Malvinas)","FK","FLK",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3747
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",238,"Falkland Islands (Malvinas)","FK","FLK",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3764
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",238,"Falkland Islands (Malvinas)","FK","FLK",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3780
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",242,"Fiji","FJ","FJI",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",918465
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",242,"Fiji","FJ","FJI",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",920422
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",242,"Fiji","FJ","FJI",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",924610
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",242,"Fiji","FJ","FJI",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",929766
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",246,"Finland","FI","FIN",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",5521537
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",246,"Finland","FI","FIN",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",5529468
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",246,"Finland","FI","FIN",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",5535992
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",246,"Finland","FI","FIN",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",5540746
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",250,"France","FR","FRA",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",64399759
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",250,"France","FR","FRA",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",64480053
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",250,"France","FR","FRA",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",64531444
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",250,"France","FR","FRA",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",64626628
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",254,"French Guiana","GF","GUF",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",284073
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",254,"French Guiana","GF","GUF",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",290970
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",254,"French Guiana","GF","GUF",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",297449
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",254,"French Guiana","GF","GUF",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",304557
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",258,"French Polynesia","PF","PYF",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",299718
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",258,"French Polynesia","PF","PYF",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",301920
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",258,"French Polynesia","PF","PYF",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",304032
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",258,"French Polynesia","PF","PYF",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",306279
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",262,"Djibouti","DJ","DJI",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1073994
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",262,"Djibouti","DJ","DJI",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1090156
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",262,"Djibouti","DJ","DJI",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1105558
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",262,"Djibouti","DJ","DJI",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1120849
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",266,"Gabon","GA","GAB",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2242786
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",266,"Gabon","GA","GAB",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2292573
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",266,"Gabon","GA","GAB",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2341179
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",266,"Gabon","GA","GAB",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2388993
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",268,"Georgia","GE","GEO",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3770811
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",268,"Georgia","GE","GEO",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3765912
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",268,"Georgia","GE","GEO",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3757980
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",268,"Georgia","GE","GEO",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3744386
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",270,"Gambia","GM","GMB",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2508884
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",270,"Gambia","GM","GMB",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2573995
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",270,"Gambia","GM","GMB",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2639916
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",270,"Gambia","GM","GMB",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2705992
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",275,"State of Palestine","PS","PSE",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",4909775
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",275,"State of Palestine","PS","PSE",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",5019402
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",275,"State of Palestine","PS","PSE",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",5133392
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",275,"State of Palestine","PS","PSE",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",5250072
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",276,"Germany","DE","DEU",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",83148141
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",276,"Germany","DE","DEU",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",83328988
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",276,"Germany","DE","DEU",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",83408555
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",276,"Germany","DE","DEU",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",83369843
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",288,"Ghana","GH","GHA",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",31522290
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",288,"Ghana","GH","GHA",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",32180402
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",288,"Ghana","GH","GHA",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",32833031
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",288,"Ghana","GH","GHA",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",33475870
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",292,"Gibraltar","GI","GIB",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",32685
